featureid,variantnote,allelenote
ZDB-ALT-181009-1,variant,
ZDB-ALT-180516-6,variant,
ZDB-ALT-180419-2,variant,
ZDB-ALT-180604-6,variant,
ZDB-ALT-180516-7,variant,
ZDB-ALT-180604-7,variant,
ZDB-ALT-161117-9,variant,
ZDB-ALT-150423-4,variant,
ZDB-ALT-180604-8,variant,
ZDB-ALT-180516-5,variant,
ZDB-ALT-151215-7,variant,
ZDB-ALT-180511-2,variant,
ZDB-ALT-180521-4,variant,
ZDB-ALT-150528-6,variant,
ZDB-ALT-171129-3,variant,
ZDB-ALT-171205-4,variant,
ZDB-ALT-170126-5,variant,
ZDB-ALT-180207-2,variant,
ZDB-ALT-171121-1,variant,
ZDB-ALT-190402-16,variant,
ZDB-ALT-160127-2,variant,
ZDB-ALT-160127-1,variant,
ZDB-ALT-190912-5,variant,
ZDB-ALT-181003-1,variant,
ZDB-ALT-141218-9,variant,
ZDB-ALT-180727-13,variant,
ZDB-ALT-170113-13,variant,
ZDB-ALT-171003-4,variant,
ZDB-ALT-200825-6,variant,
ZDB-ALT-200825-5,variant,
ZDB-ALT-160128-3,variant,
ZDB-ALT-200210-8,variant,
ZDB-ALT-181023-1,variant,
ZDB-ALT-160429-1,variant,
ZDB-ALT-160429-5,variant,
ZDB-ALT-160721-22,variant,
ZDB-ALT-160721-29,variant,
ZDB-ALT-160721-7,variant,
ZDB-ALT-130820-104,variant,
ZDB-ALT-170113-15,variant,
ZDB-ALT-200211-1,variant,
ZDB-ALT-180727-5,variant,
ZDB-ALT-170113-16,variant,
ZDB-ALT-180727-10,variant,
ZDB-ALT-151105-3,variant,
ZDB-ALT-151105-1,variant,
ZDB-ALT-151007-29,variant,
ZDB-ALT-161117-8,variant,
ZDB-ALT-170424-4,variant,
ZDB-ALT-180904-3,variant,
ZDB-ALT-190812-1,variant,
ZDB-ALT-160707-3,variant,
ZDB-ALT-170809-37,variant,
ZDB-ALT-170809-6,variant,
ZDB-ALT-151118-5,variant,
ZDB-ALT-170809-2,variant,
ZDB-ALT-190402-18,variant,
ZDB-ALT-170726-3,variant,
ZDB-ALT-150805-4,variant,
ZDB-ALT-160721-23,variant,
ZDB-ALT-160127-3,variant,
ZDB-ALT-150716-1,variant,
ZDB-ALT-151110-1,variant,
ZDB-ALT-151110-2,variant,
ZDB-ALT-150720-3,variant,
ZDB-ALT-170522-12,variant,
ZDB-ALT-160331-1,variant,
ZDB-ALT-160331-3,variant,
ZDB-ALT-160331-2,variant,
ZDB-ALT-171006-4,variant,
ZDB-ALT-170405-3,variant,
ZDB-ALT-200811-4,variant,
ZDB-ALT-180411-3,variant,
ZDB-ALT-160121-1,variant,
ZDB-ALT-161103-8,variant,
ZDB-ALT-170608-4,variant,
ZDB-ALT-190403-9,variant,
ZDB-ALT-151218-11,variant,
ZDB-ALT-131122-14,variant,
ZDB-ALT-181009-3,variant,
ZDB-ALT-170801-11,variant,
ZDB-ALT-191118-4,variant,
ZDB-ALT-180814-3,variant,
ZDB-ALT-170522-12,variant,
ZDB-ALT-190131-1,variant,
ZDB-ALT-151216-88,variant,
ZDB-ALT-160809-2,variant,
ZDB-ALT-150323-5,variant,
ZDB-ALT-170609-3,variant,
ZDB-ALT-170117-6,variant,
ZDB-ALT-190131-1,variant,
ZDB-ALT-150218-4,variant,
ZDB-ALT-150717-3,variant,
ZDB-ALT-140611-7,variant,
ZDB-ALT-150529-6,variant,
ZDB-ALT-151016-3,variant,
ZDB-ALT-151230-10,variant,
ZDB-ALT-200804-4,variant,
ZDB-ALT-190620-8,variant,
ZDB-ALT-190306-12,variant,
ZDB-ALT-190823-3,variant,
ZDB-ALT-190823-2,variant,
ZDB-ALT-180319-12,variant,
ZDB-ALT-171002-10,variant,
ZDB-ALT-170622-16,variant,
ZDB-ALT-200623-6,variant,
ZDB-ALT-121210-3,variant,
ZDB-ALT-150721-14,variant,
ZDB-ALT-140623-1,variant,
ZDB-ALT-190716-6,variant,
ZDB-ALT-200110-3,variant,
ZDB-ALT-190212-1,variant,
ZDB-ALT-190205-2,variant,
ZDB-ALT-181008-1,variant,
ZDB-ALT-191211-1,variant,
ZDB-ALT-200311-3,variant,
ZDB-ALT-170622-1,variant,
ZDB-ALT-180327-3,variant,
ZDB-ALT-180726-1,variant,
ZDB-ALT-140623-1,variant,
ZDB-ALT-140623-1,variant,
ZDB-ALT-170221-2,variant,
ZDB-ALT-180320-8,variant,
ZDB-ALT-980224-16,variant,
ZDB-ALT-190703-3,variant,
ZDB-ALT-181024-19,variant,
ZDB-ALT-180521-4,variant,
ZDB-ALT-160829-1,variant,
ZDB-ALT-180327-7,variant,
ZDB-ALT-170830-2,variant,
ZDB-ALT-170804-2,variant,
ZDB-ALT-190124-1,variant,
ZDB-ALT-160721-29,variant,
ZDB-ALT-090619-1,variant,
ZDB-ALT-151019-2,variant,
ZDB-ALT-200116-2,variant,
ZDB-ALT-160405-5,variant,
ZDB-ALT-161010-10,variant,
ZDB-ALT-171009-3,variant,
ZDB-ALT-140611-3,variant,
ZDB-ALT-140611-5,variant,
ZDB-ALT-190319-5,variant,
ZDB-ALT-130709-3,variant,
ZDB-ALT-160812-4,variant,
ZDB-ALT-160119-2,variant,
ZDB-ALT-170523-1,variant,
ZDB-ALT-190819-3,variant,
ZDB-ALT-180727-3,variant,
ZDB-ALT-160429-20,variant,
ZDB-ALT-140522-1,variant,
ZDB-ALT-151020-1,variant,
ZDB-ALT-140917-3,variant,
ZDB-ALT-140917-10,variant,
ZDB-ALT-140917-9,variant,
ZDB-ALT-140917-7,variant,
ZDB-ALT-140917-4,variant,
ZDB-ALT-140917-5,variant,
ZDB-ALT-160325-1,variant,
ZDB-ALT-191227-7,variant,
ZDB-ALT-180725-7,variant,
ZDB-ALT-190103-3,variant,
ZDB-ALT-190103-2,variant,
ZDB-ALT-190207-3,variant,
ZDB-ALT-180517-11,variant,
ZDB-ALT-181218-12,variant,
ZDB-ALT-180517-16,variant,
ZDB-ALT-181218-16,variant,
ZDB-ALT-180517-20,variant,
ZDB-ALT-160510-2,variant,
ZDB-ALT-200604-1,variant,
ZDB-ALT-980203-690,variant,
ZDB-ALT-191203-6,variant,
ZDB-ALT-980203-1757,variant,
ZDB-ALT-180727-6,variant,
ZDB-ALT-120120-3,variant,
ZDB-ALT-180815-14,variant,
ZDB-ALT-191230-7,variant,
ZDB-ALT-160414-7,variant,
ZDB-ALT-200123-2,variant,
ZDB-ALT-190205-12,variant,
ZDB-ALT-171016-3,variant,
ZDB-ALT-180129-15,variant,
ZDB-ALT-181129-6,variant,
ZDB-ALT-160414-8,variant,
ZDB-ALT-111110-3,variant,
ZDB-ALT-190620-14,variant,
ZDB-ALT-131122-7,variant,
ZDB-ALT-131125-4,variant,
ZDB-ALT-131122-3,variant,
ZDB-ALT-130531-2,variant,
ZDB-ALT-131112-7,variant,
ZDB-ALT-150423-1,variant,
ZDB-ALT-180815-11,variant,
ZDB-ALT-191007-1,variant,
ZDB-ALT-980203-1076,variant,
ZDB-ALT-160510-1,variant,
ZDB-ALT-190417-2,variant,
ZDB-ALT-181129-7,variant,
ZDB-ALT-181129-12,variant,
ZDB-ALT-190830-12,variant,
ZDB-ALT-160510-6,variant,
ZDB-ALT-190131-5,variant,
ZDB-ALT-190705-7,variant,
ZDB-ALT-980203-1827,variant,
ZDB-ALT-980203-321,variant,
ZDB-ALT-160622-2,variant,
ZDB-ALT-190205-5,variant,
ZDB-ALT-080207-9,variant,
ZDB-ALT-150423-3,variant,
ZDB-ALT-160111-2,variant,
ZDB-ALT-160111-4,variant,
ZDB-ALT-180319-4,variant,
ZDB-ALT-180604-2,variant,
ZDB-ALT-180319-8,variant,
ZDB-ALT-190405-3,variant,
ZDB-ALT-150115-2,variant,
ZDB-ALT-191203-3,variant,
ZDB-ALT-190114-1,variant,
ZDB-ALT-200723-6,variant,
ZDB-ALT-151023-4,variant,
ZDB-ALT-151214-10,variant,
ZDB-ALT-151214-9,variant,
ZDB-ALT-151214-11,variant,
ZDB-ALT-150424-1,variant,
ZDB-ALT-181106-10,variant,
ZDB-ALT-160111-6,variant,
ZDB-ALT-150423-7,variant,
ZDB-ALT-151215-9,variant,
ZDB-ALT-190123-672,variant,
ZDB-ALT-140611-2,variant,
ZDB-ALT-190705-9,variant,
ZDB-ALT-200225-15,variant,
ZDB-ALT-200225-16,variant,
ZDB-ALT-120120-2,variant,
ZDB-ALT-150520-3,variant,
ZDB-ALT-150520-4,variant,
ZDB-ALT-170608-19,variant,
ZDB-ALT-170424-10,variant,
ZDB-ALT-190103-2,variant,
ZDB-ALT-190103-3,variant,
ZDB-ALT-980413-577,variant,
ZDB-ALT-160901-13,variant,
ZDB-ALT-160721-14,variant,
ZDB-ALT-180327-6,variant,
ZDB-ALT-180727-15,variant,
ZDB-ALT-151105-2,variant,
ZDB-ALT-151014-2,variant,
ZDB-ALT-200429-8,variant,
ZDB-ALT-120222-3,variant,
ZDB-ALT-190724-3,variant,
ZDB-ALT-190724-2,variant,
ZDB-ALT-180516-3,variant,
ZDB-ALT-170809-24,variant,
ZDB-ALT-161212-8,variant,
ZDB-ALT-170809-27,variant,
ZDB-ALT-151118-2,variant,
ZDB-ALT-140415-4,variant,
ZDB-ALT-130820-103,variant,
ZDB-ALT-190402-10,variant,
ZDB-ALT-180207-12,variant,
ZDB-ALT-170424-9,variant,
ZDB-ALT-080710-1,variant,
ZDB-ALT-191121-2,variant,
ZDB-ALT-130903-1,variant,
ZDB-ALT-150716-2,variant,
ZDB-ALT-170921-2,variant,
ZDB-ALT-170424-3,variant,
ZDB-ALT-170321-6,variant,
ZDB-ALT-170321-7,variant,
ZDB-ALT-151201-4,variant,
ZDB-ALT-170209-3,variant,
ZDB-ALT-151223-1,variant,
ZDB-ALT-170119-6,variant,
ZDB-ALT-070928-1,variant,
ZDB-ALT-120120-4,variant,
ZDB-ALT-170816-5,variant,
ZDB-ALT-150218-5,variant,
ZDB-ALT-170112-6,variant,
ZDB-ALT-180727-14,variant,
ZDB-ALT-190703-4,variant,
ZDB-ALT-180608-1,variant,
ZDB-ALT-181113-4,variant,
ZDB-ALT-131122-7,variant,
ZDB-ALT-171003-18,variant,
ZDB-ALT-110523-4,variant,
ZDB-ALT-980413-542,variant,
ZDB-ALT-170424-1,variant,
ZDB-ALT-170321-4,variant,
ZDB-ALT-130709-1,variant,
ZDB-ALT-190211-3,variant,
ZDB-ALT-200527-4,variant,
ZDB-ALT-200429-1,variant,
ZDB-ALT-160427-11,variant,
ZDB-ALT-111207-7,variant,
ZDB-ALT-140522-3,variant,
ZDB-ALT-140522-2,variant,
ZDB-ALT-140717-4,variant,
ZDB-ALT-121205-2,variant,
ZDB-ALT-091112-10,variant,
ZDB-ALT-120416-1,variant,
ZDB-ALT-120416-2,variant,
ZDB-ALT-060608-95,variant,
ZDB-ALT-101123-1,variant,
ZDB-ALT-190301-3,variant,
ZDB-ALT-180815-17,variant,
ZDB-ALT-980203-1091,variant,
ZDB-ALT-110630-21,variant,
ZDB-ALT-110315-8,variant,
ZDB-ALT-040601-4,variant,
ZDB-ALT-130411-4849,variant,
ZDB-ALT-060608-480,variant,
ZDB-ALT-100726-2,variant,
ZDB-ALT-110819-4,variant,
ZDB-ALT-100112-1,variant,
ZDB-ALT-980413-508,variant,
ZDB-ALT-980203-609,variant,
ZDB-ALT-030312-2,variant,
ZDB-ALT-101008-15,variant,
ZDB-ALT-101008-16,variant,
ZDB-ALT-130411-2406,variant,
ZDB-ALT-980203-430,variant,
ZDB-ALT-040224-6,variant,
ZDB-ALT-120328-3,variant,
ZDB-ALT-041104-2,variant,
ZDB-ALT-050826-4,variant,
ZDB-ALT-130411-2287,variant,
ZDB-ALT-050919-82,variant,
ZDB-ALT-161003-19876,variant,
ZDB-ALT-151230-7,variant,
ZDB-ALT-090827-1,variant,
ZDB-ALT-031111-2,variant,
ZDB-ALT-150731-2,variant,
ZDB-ALT-140514-1,variant,
ZDB-ALT-060824-8,variant,
ZDB-ALT-140327-2,variant,
ZDB-ALT-980203-1749,variant,
ZDB-ALT-980203-621,variant,
ZDB-ALT-001107-2,variant,
ZDB-ALT-040720-42,variant,
ZDB-ALT-110630-22,variant,
ZDB-ALT-980203-399,variant,
ZDB-ALT-110207-12,variant,
ZDB-ALT-120221-11,variant,
ZDB-ALT-980203-542,variant,
ZDB-ALT-110720-4,variant,
ZDB-ALT-060825-36,variant,
ZDB-ALT-060825-34,variant,
ZDB-ALT-980203-797,variant,
ZDB-ALT-980203-1402,variant,
ZDB-ALT-980203-1401,variant,
ZDB-ALT-980203-1318,variant,
ZDB-ALT-980203-1404,variant,
ZDB-ALT-100311-9,variant,
ZDB-ALT-980203-1344,variant,
ZDB-ALT-980203-1171,variant,
ZDB-ALT-080808-1,variant,
ZDB-ALT-100726-3,variant,
ZDB-ALT-150609-1,variant,
ZDB-ALT-980203-970,variant,
ZDB-ALT-100518-1,variant,
ZDB-ALT-100723-4,variant,
ZDB-ALT-980203-1114,variant,
ZDB-ALT-140805-1,variant,
ZDB-ALT-140805-2,variant,
ZDB-ALT-150325-5,variant,
ZDB-ALT-980203-668,variant,
ZDB-ALT-980203-533,variant,
ZDB-ALT-980203-507,variant,
ZDB-ALT-110906-2,variant,
ZDB-ALT-080819-1,variant,
ZDB-ALT-071127-4,variant,
ZDB-ALT-110414-1,variant,
ZDB-ALT-080819-2,variant,
ZDB-ALT-120328-6,variant,
ZDB-ALT-071128-1,variant,
ZDB-ALT-980203-427,variant,
ZDB-ALT-101021-1,variant,
ZDB-ALT-980203-1552,variant,
ZDB-ALT-980203-469,variant,
ZDB-ALT-050617-10,variant,
ZDB-ALT-980203-555,variant,
ZDB-ALT-980203-1253,variant,
ZDB-ALT-050323-6,variant,
ZDB-ALT-980203-1521,variant,
ZDB-ALT-100505-6,variant,
ZDB-ALT-111017-3,variant,
ZDB-ALT-090603-4,variant,
ZDB-ALT-010427-10,variant,
ZDB-ALT-170607-3,variant,
ZDB-ALT-150210-7,variant,
ZDB-ALT-150210-6,variant,
ZDB-ALT-161003-12241,variant,
ZDB-ALT-161003-18335,variant,
ZDB-ALT-130502-1,variant,
ZDB-ALT-120327-2,variant,
ZDB-ALT-140721-2,variant,
ZDB-ALT-160729-5,variant,
ZDB-ALT-090611-17,variant,
ZDB-ALT-100308-1,variant,
ZDB-ALT-080318-4,variant,
ZDB-ALT-110104-2,variant,
ZDB-ALT-980203-1256,variant,
ZDB-ALT-130829-1,variant,
ZDB-ALT-130829-2,variant,
ZDB-ALT-081111-1,variant,
ZDB-ALT-110113-4,variant,
ZDB-ALT-160707-10,variant,
ZDB-ALT-090129-4,variant,
ZDB-ALT-151209-2,variant,
ZDB-ALT-151209-3,variant,
ZDB-ALT-151209-4,variant,
ZDB-ALT-151209-5,variant,
ZDB-ALT-151209-6,variant,
ZDB-ALT-980203-496,variant,
ZDB-ALT-060117-2,variant,
ZDB-ALT-160901-12,variant,
ZDB-ALT-170627-1,variant,
ZDB-ALT-110816-2,variant,
ZDB-ALT-190827-1,variant,
ZDB-ALT-160425-5,variant,
ZDB-ALT-060811-6,variant,
ZDB-ALT-980203-1236,variant,
ZDB-ALT-090630-1,variant,
ZDB-ALT-140130-9,variant,
ZDB-ALT-131220-3,variant,
ZDB-ALT-980203-1592,variant,
ZDB-ALT-111220-1,variant,
ZDB-ALT-980203-1596,variant,
ZDB-ALT-111122-3,variant,
ZDB-ALT-110104-3,variant,
ZDB-ALT-160816-3,variant,
ZDB-ALT-200228-12,variant,
ZDB-ALT-980203-1222,variant,
ZDB-ALT-980203-716,variant,
ZDB-ALT-151215-2,variant,
ZDB-ALT-131219-29,variant,
ZDB-ALT-980203-351,variant,
ZDB-ALT-980203-1219,variant,
ZDB-ALT-130925-7,variant,
ZDB-ALT-140411-1,variant,
ZDB-ALT-140411-2,variant,
ZDB-ALT-980203-728,variant,
ZDB-ALT-140411-3,variant,
ZDB-ALT-110802-3,variant,
ZDB-ALT-980203-1357,variant,
ZDB-ALT-140130-18,variant,
ZDB-ALT-070117-13,variant,
ZDB-ALT-090609-3,variant,
ZDB-ALT-150818-1,variant,
ZDB-ALT-110722-30,variant,
ZDB-ALT-080229-1,variant,
ZDB-ALT-140423-4,variant,
ZDB-ALT-120725-1,variant,
ZDB-ALT-070315-5,variant,
ZDB-ALT-110906-3,variant,
ZDB-ALT-150127-1,variant,
ZDB-ALT-150127-2,variant,
ZDB-ALT-090603-5,variant,
ZDB-ALT-131218-1,variant,
ZDB-ALT-121204-3,variant,
ZDB-ALT-100629-2,variant,
ZDB-ALT-980203-1613,variant,
ZDB-ALT-980203-1662,variant,
ZDB-ALT-140122-8,variant,
ZDB-ALT-980203-1332,variant,
ZDB-ALT-121204-2,variant,
ZDB-ALT-010426-2,variant,
ZDB-ALT-980203-1788,variant,
ZDB-ALT-980203-1384,variant,
ZDB-ALT-061129-2,variant,
ZDB-ALT-080630-1,variant,
ZDB-ALT-111020-3,variant,
ZDB-ALT-090609-2,variant,
ZDB-ALT-980203-465,variant,
ZDB-ALT-980203-510,variant,
ZDB-ALT-980203-1374,variant,
ZDB-ALT-040720-62,variant,
ZDB-ALT-050919-86,variant,
ZDB-ALT-150916-5,variant,
ZDB-ALT-140210-7,variant,
ZDB-ALT-160129-6,variant,
ZDB-ALT-150325-1,variant,
ZDB-ALT-151231-5,variant,
ZDB-ALT-071019-5,variant,
ZDB-ALT-160215-1,variant,
ZDB-ALT-100628-5,variant,
ZDB-ALT-140903-2,variant,
ZDB-ALT-151015-2,variant,
ZDB-ALT-151228-4,variant,
ZDB-ALT-141009-1,variant,
ZDB-ALT-151130-1,variant,
ZDB-ALT-100624-2,variant,
ZDB-ALT-980203-418,variant,
ZDB-ALT-980203-561,variant,
ZDB-ALT-980203-1093,variant,
ZDB-ALT-150617-6,variant,
ZDB-ALT-110620-1,variant,
ZDB-ALT-141113-8,variant,
ZDB-ALT-150720-1,variant,
ZDB-ALT-131101-1,variant,
ZDB-ALT-100315-1,variant,
ZDB-ALT-120202-4,variant,
ZDB-ALT-131205-6,variant,
ZDB-ALT-180530-11,variant,
ZDB-ALT-980203-567,variant,
ZDB-ALT-180814-2,variant,
ZDB-ALT-980203-1801,variant,
ZDB-ALT-090520-14,variant,
ZDB-ALT-980203-1562,variant,
ZDB-ALT-170329-1,variant,
ZDB-ALT-980203-1317,variant,
ZDB-ALT-170119-15,variant,
ZDB-ALT-080325-6,variant,
ZDB-ALT-980203-1170,variant,
ZDB-ALT-980203-1524,variant,
ZDB-ALT-080325-5,variant,
ZDB-ALT-080325-8,variant,
ZDB-ALT-080325-4,variant,
ZDB-ALT-080325-7,variant,
ZDB-ALT-080325-3,variant,
ZDB-ALT-080401-3,variant,
ZDB-ALT-080325-9,variant,
ZDB-ALT-011017-2,variant,
ZDB-ALT-980203-500,variant,
ZDB-ALT-140801-1,variant,
ZDB-ALT-061214-2,variant,
ZDB-ALT-160707-11,variant,
ZDB-ALT-081006-2,variant,
ZDB-ALT-130718-3,variant,
ZDB-ALT-050919-72,variant,
ZDB-ALT-980413-518,variant,
ZDB-ALT-091112-21,variant,
ZDB-ALT-120718-3,variant,
ZDB-ALT-980203-1667,variant,
ZDB-ALT-170607-2,variant,
ZDB-ALT-120126-1,variant,
ZDB-ALT-980203-1289,variant,
ZDB-ALT-170629-3,variant,
ZDB-ALT-080728-1,variant,
ZDB-ALT-060608-121,variant,
ZDB-ALT-980203-523,variant,
ZDB-ALT-980203-540,variant,
ZDB-ALT-090715-3,variant,
ZDB-ALT-110825-5,variant,
ZDB-ALT-110825-2,variant,
ZDB-ALT-110825-6,variant,
ZDB-ALT-110802-2,variant,
ZDB-ALT-130311-3,variant,
ZDB-ALT-110825-4,variant,
ZDB-ALT-110825-7,variant,
ZDB-ALT-110825-3,variant,
ZDB-ALT-100526-2,variant,
ZDB-ALT-980203-1130,variant,
ZDB-ALT-090416-3,variant,
ZDB-ALT-100723-8,variant,
ZDB-ALT-061101-360,variant,
ZDB-ALT-200330-2,variant,
ZDB-ALT-101008-24,variant,
ZDB-ALT-190827-1,variant,
ZDB-ALT-110804-1,variant,
ZDB-ALT-130325-9,variant,
ZDB-ALT-110211-2,variant,
ZDB-ALT-111011-1,variant,
ZDB-ALT-100506-2,variant,
ZDB-ALT-121018-1,variant,
ZDB-ALT-121018-3,variant,
ZDB-ALT-120308-1,variant,
ZDB-ALT-990427-7,variant,allele
ZDB-ALT-120515-1,variant,
ZDB-ALT-090715-2,variant,
ZDB-ALT-051012-8,variant,
ZDB-ALT-030805-10,variant,
ZDB-ALT-151016-2,variant,
ZDB-ALT-101008-11,variant,
ZDB-ALT-100504-7,variant,
ZDB-ALT-100526-5,variant,
ZDB-ALT-100526-4,variant,
ZDB-ALT-980203-1626,variant,
ZDB-ALT-980203-1250,variant,
ZDB-ALT-150826-2,variant,
ZDB-ALT-170801-10,variant,
ZDB-ALT-140415-5,variant,
ZDB-ALT-150826-1,variant,
ZDB-ALT-980203-1251,variant,
ZDB-ALT-070730-10,variant,
ZDB-ALT-100514-17,variant,
ZDB-ALT-080523-2,variant,
ZDB-ALT-160323-7,variant,
ZDB-ALT-130409-8,variant,
ZDB-ALT-161003-18042,variant,
ZDB-ALT-131217-17349,variant,
ZDB-ALT-160809-1,variant,
ZDB-ALT-030218-2,variant,
ZDB-ALT-110728-2,variant,
ZDB-ALT-101008-14,variant,
ZDB-ALT-061212-2,variant,
ZDB-ALT-070927-2,variant,
ZDB-ALT-090603-7,variant,
ZDB-ALT-100429-1,variant,
ZDB-ALT-980203-355,variant,
ZDB-ALT-980203-1655,variant,
ZDB-ALT-150115-5,variant,
ZDB-ALT-140127-1,variant,
ZDB-ALT-140127-2,variant,
ZDB-ALT-140127-3,variant,
ZDB-ALT-140127-4,variant,
ZDB-ALT-050920-2,variant,
ZDB-ALT-130814-1,variant,
ZDB-ALT-070928-2,variant,
ZDB-ALT-110620-3,variant,
ZDB-ALT-091230-1,variant,
ZDB-ALT-120411-225,variant,
ZDB-ALT-110620-2,variant,
ZDB-ALT-110914-3,variant,
ZDB-ALT-130411-3,variant,
ZDB-ALT-080313-13,variant,
ZDB-ALT-150506-1,variant,
ZDB-ALT-040323-2,variant,
ZDB-ALT-130204-1,variant,
ZDB-ALT-130410-7,variant,
ZDB-ALT-130411-4,variant,
ZDB-ALT-081210-1,variant,
ZDB-ALT-980203-1358,variant,
ZDB-ALT-120330-1,variant,
ZDB-ALT-040421-16,variant,
ZDB-ALT-980203-1295,variant,
ZDB-ALT-980203-531,variant,
ZDB-ALT-120216-1,variant,
ZDB-ALT-980203-1749,variant,
ZDB-ALT-131210-1,variant,
ZDB-ALT-150218-6,variant,
ZDB-ALT-061207-4,variant,
ZDB-ALT-061207-12,variant,
ZDB-ALT-140430-1,variant,
ZDB-ALT-170119-26,variant,
ZDB-ALT-181108-2,variant,
ZDB-ALT-131217-14371,variant,
ZDB-ALT-150807-1,variant,
ZDB-ALT-980203-1659,variant,
ZDB-ALT-980203-985,variant,
ZDB-ALT-180815-17,variant,
ZDB-ALT-110211-1,variant,
ZDB-ALT-190722-1,variant,
ZDB-ALT-090610-8,variant,
ZDB-ALT-091022-1,variant,
ZDB-ALT-110107-1,variant,
ZDB-ALT-190521-1,variant,
ZDB-ALT-100603-1,variant,
ZDB-ALT-160421-3,variant,
ZDB-ALT-151222-3,variant,
ZDB-ALT-141009-2,variant,
ZDB-ALT-140317-1,variant,
ZDB-ALT-060608-173,variant,
ZDB-ALT-090714-1,variant,
ZDB-ALT-040213-10,variant,
ZDB-ALT-120404-4,variant,
ZDB-ALT-120710-2,variant,
ZDB-ALT-980203-1522,variant,
ZDB-ALT-120523-10,variant,
ZDB-ALT-070117-7,variant,
ZDB-ALT-111017-4,variant,
ZDB-ALT-060608-195,variant,
ZDB-ALT-080318-3,variant,
ZDB-ALT-980203-842,variant,
ZDB-ALT-170227-1,variant,
ZDB-ALT-100813-4,variant,
ZDB-ALT-980413-479,variant,
ZDB-ALT-980203-1750,variant,
ZDB-ALT-980203-1080,variant,
ZDB-ALT-080206-1,variant,
ZDB-ALT-011026-2,variant,
ZDB-ALT-180329-1,variant,
ZDB-ALT-110120-2,variant,
ZDB-ALT-070315-1,variant,
ZDB-ALT-980203-579,variant,
ZDB-ALT-100728-1,variant,
ZDB-ALT-160208-6,variant,
ZDB-ALT-160208-7,variant,
ZDB-ALT-100526-1,variant,
ZDB-ALT-121019-1,variant,
ZDB-ALT-111118-29,variant,
ZDB-ALT-090515-1,variant,
ZDB-ALT-120727-60,variant,
ZDB-ALT-040519-2,variant,
ZDB-ALT-980203-1501,variant,
ZDB-ALT-130411-4554,variant,
ZDB-ALT-091112-35,variant,
ZDB-ALT-980203-606,variant,
ZDB-ALT-151222-1,variant,
ZDB-ALT-011017-18,variant,
ZDB-ALT-141113-7,variant,
ZDB-ALT-980203-652,variant,
ZDB-ALT-980203-645,variant,
ZDB-ALT-980203-584,variant,
ZDB-ALT-980203-842,variant,
ZDB-ALT-120426-1,variant,
ZDB-ALT-130411-1447,variant,
ZDB-ALT-080617-2,variant,
ZDB-ALT-980203-1127,variant,
ZDB-ALT-060112-2,variant,
ZDB-ALT-040107-2,variant,
ZDB-ALT-061215-2,variant,
ZDB-ALT-090616-1,variant,
ZDB-ALT-050323-2,variant,
ZDB-ALT-980203-769,variant,
ZDB-ALT-130220-3,variant,
ZDB-ALT-120928-1,variant,
ZDB-ALT-120928-2,variant,
ZDB-ALT-071015-5,variant,
ZDB-ALT-071015-4,variant,
ZDB-ALT-071015-2,variant,
ZDB-ALT-071015-6,variant,
ZDB-ALT-071015-1,variant,
ZDB-ALT-980203-739,variant,
ZDB-ALT-980203-434,variant,
ZDB-ALT-111018-10,variant,
ZDB-ALT-121128-5,variant,
ZDB-ALT-120717-4,variant,
ZDB-ALT-980203-638,variant,
ZDB-ALT-980203-1062,variant,
ZDB-ALT-980203-1052,variant,
ZDB-ALT-190813-2,variant,
ZDB-ALT-980203-1571,variant,
ZDB-ALT-040224-4,variant,
ZDB-ALT-090611-13,variant,
ZDB-ALT-980203-1671,variant,
ZDB-ALT-110816-1,variant,
ZDB-ALT-100205-1,variant,
ZDB-ALT-980203-1302,variant,
ZDB-ALT-070807-6,variant,
ZDB-ALT-150120-1,variant,
ZDB-ALT-100526-3,variant,
ZDB-ALT-090707-10,variant,
ZDB-ALT-980203-857,variant,
ZDB-ALT-110321-2,variant,
ZDB-ALT-110526-1,variant,
ZDB-ALT-200624-5,variant,
ZDB-ALT-171122-3,variant,
ZDB-ALT-060718-2,variant,
ZDB-ALT-980203-1310,variant,
ZDB-ALT-160317-7,variant,
ZDB-ALT-150408-1,variant,
ZDB-ALT-980203-482,variant,
ZDB-ALT-090609-1,variant,
ZDB-ALT-980203-1333,variant,
ZDB-ALT-060602-4,variant,
ZDB-ALT-980203-1829,variant,
ZDB-ALT-130514-2,variant,
ZDB-ALT-980203-1335,variant,
ZDB-ALT-070117-1,variant,
ZDB-ALT-980413-433,variant,
ZDB-ALT-980413-602,variant,
ZDB-ALT-980413-457,variant,
ZDB-ALT-100506-17,variant,
ZDB-ALT-980203-1300,variant,
ZDB-ALT-110311-1,variant,
ZDB-ALT-130809-2,variant,
ZDB-ALT-120820-1,variant,
ZDB-ALT-100720-1,variant,
ZDB-ALT-100720-2,variant,
ZDB-ALT-100720-3,variant,
ZDB-ALT-990423-27,variant,
ZDB-ALT-980203-1232,variant,
ZDB-ALT-060824-4,variant,
ZDB-ALT-130410-8,variant,
ZDB-ALT-060628-4,variant,
ZDB-ALT-980203-462,variant,
ZDB-ALT-130718-2,variant,
ZDB-ALT-110429-5,variant,
ZDB-ALT-091112-31,variant,
ZDB-ALT-070921-1,variant,
ZDB-ALT-100406-1,variant,
